,product,price,quantity,date,region
12897,periwinkle morsel,1.25,508,2019-05-12,south
12898,periwinkle morsel,1.25,513,2019-05-12,east
12899,periwinkle morsel,1.25,595,2019-05-12,west
12900,vermilion morsel,4.99,507,2019-05-12,north
12901,vermilion morsel,4.99,503,2019-05-12,south
12902,vermilion morsel,4.99,549,2019-05-12,east
12903,vermilion morsel,4.99,564,2019-05-12,west
12904,lapis morsel,1.99,513,2019-05-12,north
12905,lapis morsel,1.99,560,2019-05-12,south
12906,lapis morsel,1.99,551,2019-05-12,east
12907,lapis morsel,1.99,557,2019-05-12,west
12908,pink morsel,3.0,521,2019-05-13,north
12909,pink morsel,3.0,572,2019-05-13,south
12910,pink morsel,3.0,520,2019-05-13,east
12911,pink morsel,3.0,538,2019-05-13,west
12912,gold morsel,9.99,523,2019-05-13,north
12913,gold morsel,9.99,548,2019-05-13,south
12914,gold morsel,9.99,524,2019-05-13,east
12915,gold morsel,9.99,523,2019-05-13,west
12916,magenta morsel,2.5,600,2019-05-13,north
12917,magenta morsel,2.5,549,2019-05-13,south
12918,magenta morsel,2.5,576,2019-05-13,east
12919,magenta morsel,2.5,572,2019-05-13,west
12920,chartreuse morsel,3.0,507,2019-05-13,north
12921,chartreuse morsel,3.0,550,2019-05-13,south
12922,chartreuse morsel,3.0,524,2019-05-13,east
12923,chartreuse morsel,3.0,596,2019-05-13,west
12924,periwinkle morsel,1.25,548,2019-05-13,north
12925,periwinkle morsel,1.25,595,2019-05-13,south
12926,periwinkle morsel,1.25,542,2019-05-13,east
12927,periwinkle morsel,1.25,595,2019-05-13,west
12928,vermilion morsel,4.99,537,2019-05-13,north
12929,vermilion morsel,4.99,588,2019-05-13,south
12930,vermilion morsel,4.99,581,2019-05-13,east
12931,vermilion morsel,4.99,560,2019-05-13,west
12932,lapis morsel,1.99,535,2019-05-13,north
12933,lapis morsel,1.99,509,2019-05-13,south
12934,lapis morsel,1.99,600,2019-05-13,east
12935,lapis morsel,1.99,566,2019-05-13,west
12936,pink morsel,3.0,539,2019-05-14,north
12937,pink morsel,3.0,587,2019-05-14,south
12938,pink morsel,3.0,545,2019-05-14,east
12939,pink morsel,3.0,538,2019-05-14,west
12940,gold morsel,9.99,577,2019-05-14,north
12941,gold morsel,9.99,548,2019-05-14,south
12942,gold morsel,9.99,525,2019-05-14,east
12943,gold morsel,9.99,512,2019-05-14,west
12944,magenta morsel,2.5,518,2019-05-14,north
12945,magenta morsel,2.5,506,2019-05-14,south
12946,magenta morsel,2.5,525,2019-05-14,east
12947,magenta morsel,2.5,535,2019-05-14,west
12948,chartreuse morsel,3.0,546,2019-05-14,north
12949,chartreuse morsel,3.0,524,2019-05-14,south
12950,chartreuse morsel,3.0,513,2019-05-14,east
12951,chartreuse morsel,3.0,598,2019-05-14,west
12952,periwinkle morsel,1.25,581,2019-05-14,north
12953,periwinkle morsel,1.25,508,2019-05-14,south
12954,periwinkle morsel,1.25,554,2019-05-14,east
12955,periwinkle morsel,1.25,522,2019-05-14,west
12956,vermilion morsel,4.99,569,2019-05-14,north
12957,vermilion morsel,4.99,502,2019-05-14,south
12958,vermilion morsel,4.99,508,2019-05-14,east
12959,vermilion morsel,4.99,565,2019-05-14,west
12960,lapis morsel,1.99,584,2019-05-14,north
12961,lapis morsel,1.99,590,2019-05-14,south
12962,lapis morsel,1.99,568,2019-05-14,east
12963,lapis morsel,1.99,573,2019-05-14,west
12964,pink morsel,3.0,503,2019-05-15,north
12965,pink morsel,3.0,550,2019-05-15,south
12966,pink morsel,3.0,585,2019-05-15,east
12967,pink morsel,3.0,523,2019-05-15,west
12968,gold morsel,9.99,558,2019-05-15,north
12969,gold morsel,9.99,551,2019-05-15,south
12970,gold morsel,9.99,553,2019-05-15,east
12971,gold morsel,9.99,545,2019-05-15,west
12972,magenta morsel,2.5,518,2019-05-15,north
12973,magenta morsel,2.5,576,2019-05-15,south
12974,magenta morsel,2.5,518,2019-05-15,east
12975,magenta morsel,2.5,538,2019-05-15,west
12976,chartreuse morsel,3.0,576,2019-05-15,north
12977,chartreuse morsel,3.0,547,2019-05-15,south
12978,chartreuse morsel,3.0,523,2019-05-15,east
12979,chartreuse morsel,3.0,501,2019-05-15,west
12980,periwinkle morsel,1.25,508,2019-05-15,north
12981,periwinkle morsel,1.25,582,2019-05-15,south
12982,periwinkle morsel,1.25,546,2019-05-15,east
12983,periwinkle morsel,1.25,580,2019-05-15,west
12984,vermilion morsel,4.99,600,2019-05-15,north
12985,vermilion morsel,4.99,541,2019-05-15,south
12986,vermilion morsel,4.99,584,2019-05-15,east
12987,vermilion morsel,4.99,513,2019-05-15,west
12988,lapis morsel,1.99,528,2019-05-15,north
12989,lapis morsel,1.99,519,2019-05-15,south
12990,lapis morsel,1.99,536,2019-05-15,east
12991,lapis morsel,1.99,518,2019-05-15,west
12992,pink morsel,3.0,535,2019-05-16,north
12993,pink morsel,3.0,565,2019-05-16,south
12994,pink morsel,3.0,554,2019-05-16,east
12995,pink morsel,3.0,535,2019-05-16,west
12996,gold morsel,9.99,575,2019-05-16,north
12997,gold morsel,9.99,539,2019-05-16,south
12998,gold morsel,9.99,533,2019-05-16,east
12999,gold morsel,9.99,546,2019-05-16,west
13000,magenta morsel,2.5,563,2019-05-16,north
13001,magenta morsel,2.5,515,2019-05-16,south
13002,magenta morsel,2.5,505,2019-05-16,east
13003,magenta morsel,2.5,581,2019-05-16,west
13004,chartreuse morsel,3.0,519,2019-05-16,north
13005,chartreuse morsel,3.0,501,2019-05-16,south
13006,chartreuse morsel,3.0,521,2019-05-16,east
13007,chartreuse morsel,3.0,539,2019-05-16,west
13008,periwinkle morsel,1.25,550,2019-05-16,north
13009,periwinkle morsel,1.25,538,2019-05-16,south
13010,periwinkle morsel,1.25,529,2019-05-16,east
13011,periwinkle morsel,1.25,593,2019-05-16,west
13012,vermilion morsel,4.99,578,2019-05-16,north
13013,vermilion morsel,4.99,570,2019-05-16,south
13014,vermilion morsel,4.99,576,2019-05-16,east
13015,vermilion morsel,4.99,551,2019-05-16,west
13016,lapis morsel,1.99,551,2019-05-16,north
13017,lapis morsel,1.99,595,2019-05-16,south
13018,lapis morsel,1.99,521,2019-05-16,east
13019,lapis morsel,1.99,551,2019-05-16,west
13020,pink morsel,3.0,577,2019-05-17,north
13021,pink morsel,3.0,530,2019-05-17,south
13022,pink morsel,3.0,540,2019-05-17,east
13023,pink morsel,3.0,584,2019-05-17,west
13024,gold morsel,9.99,525,2019-05-17,north
13025,gold morsel,9.99,535,2019-05-17,south
13026,gold morsel,9.99,587,2019-05-17,east
13027,gold morsel,9.99,563,2019-05-17,west
13028,magenta morsel,2.5,503,2019-05-17,north
13029,magenta morsel,2.5,534,2019-05-17,south
13030,magenta morsel,2.5,544,2019-05-17,east
13031,magenta morsel,2.5,513,2019-05-17,west
13032,chartreuse morsel,3.0,535,2019-05-17,north
13033,chartreuse morsel,3.0,514,2019-05-17,south
13034,chartreuse morsel,3.0,539,2019-05-17,east
13035,chartreuse morsel,3.0,594,2019-05-17,west
13036,periwinkle morsel,1.25,550,2019-05-17,north
13037,periwinkle morsel,1.25,559,2019-05-17,south
13038,periwinkle morsel,1.25,566,2019-05-17,east
13039,periwinkle morsel,1.25,576,2019-05-17,west
13040,vermilion morsel,4.99,585,2019-05-17,north
13041,vermilion morsel,4.99,588,2019-05-17,south
13042,vermilion morsel,4.99,536,2019-05-17,east
13043,vermilion morsel,4.99,540,2019-05-17,west
13044,lapis morsel,1.99,552,2019-05-17,north
13045,lapis morsel,1.99,598,2019-05-17,south
13046,lapis morsel,1.99,591,2019-05-17,east
13047,lapis morsel,1.99,500,2019-05-17,west
13048,pink morsel,3.0,511,2019-05-18,north
13049,pink morsel,3.0,579,2019-05-18,south
13050,pink morsel,3.0,536,2019-05-18,east
13051,pink morsel,3.0,554,2019-05-18,west
13052,gold morsel,9.99,553,2019-05-18,north
13053,gold morsel,9.99,511,2019-05-18,south
13054,gold morsel,9.99,531,2019-05-18,east
13055,gold morsel,9.99,549,2019-05-18,west
13056,magenta morsel,2.5,595,2019-05-18,north
13057,magenta morsel,2.5,563,2019-05-18,south
13058,magenta morsel,2.5,540,2019-05-18,east
13059,magenta morsel,2.5,514,2019-05-18,west
13060,chartreuse morsel,3.0,545,2019-05-18,north
13061,chartreuse morsel,3.0,553,2019-05-18,south
13062,chartreuse morsel,3.0,513,2019-05-18,east
13063,chartreuse morsel,3.0,518,2019-05-18,west
13064,periwinkle morsel,1.25,562,2019-05-18,north
13065,periwinkle morsel,1.25,537,2019-05-18,south
13066,periwinkle morsel,1.25,575,2019-05-18,east
13067,periwinkle morsel,1.25,536,2019-05-18,west
13068,vermilion morsel,4.99,566,2019-05-18,north
13069,vermilion morsel,4.99,510,2019-05-18,south
13070,vermilion morsel,4.99,511,2019-05-18,east
13071,vermilion morsel,4.99,551,2019-05-18,west
13072,lapis morsel,1.99,532,2019-05-18,north
13073,lapis morsel,1.99,547,2019-05-18,south
13074,lapis morsel,1.99,547,2019-05-18,east
13075,lapis morsel,1.99,568,2019-05-18,west
13076,pink morsel,3.0,599,2019-05-19,north
13077,pink morsel,3.0,576,2019-05-19,south
13078,pink morsel,3.0,562,2019-05-19,east
13079,pink morsel,3.0,550,2019-05-19,west
13080,gold morsel,9.99,582,2019-05-19,north
13081,gold morsel,9.99,566,2019-05-19,south
13082,gold morsel,9.99,596,2019-05-19,east
13083,gold morsel,9.99,572,2019-05-19,west
13084,magenta morsel,2.5,521,2019-05-19,north
13085,magenta morsel,2.5,571,2019-05-19,south
13086,magenta morsel,2.5,554,2019-05-19,east
13087,magenta morsel,2.5,546,2019-05-19,west
13088,chartreuse morsel,3.0,556,2019-05-19,north
13089,chartreuse morsel,3.0,557,2019-05-19,south
13090,chartreuse morsel,3.0,534,2019-05-19,east
13091,chartreuse morsel,3.0,569,2019-05-19,west
13092,periwinkle morsel,1.25,508,2019-05-19,north
13093,periwinkle morsel,1.25,581,2019-05-19,south
13094,periwinkle morsel,1.25,507,2019-05-19,east
13095,periwinkle morsel,1.25,575,2019-05-19,west
13096,vermilion morsel,4.99,557,2019-05-19,north
13097,vermilion morsel,4.99,548,2019-05-19,south
13098,vermilion morsel,4.99,597,2019-05-19,east
13099,vermilion morsel,4.99,568,2019-05-19,west
13100,lapis morsel,1.99,551,2019-05-19,north
13101,lapis morsel,1.99,543,2019-05-19,south
13102,lapis morsel,1.99,548,2019-05-19,east
13103,lapis morsel,1.99,568,2019-05-19,west
13104,pink morsel,3.0,565,2019-05-20,north
13105,pink morsel,3.0,584,2019-05-20,south
13106,pink morsel,3.0,595,2019-05-20,east
13107,pink morsel,3.0,556,2019-05-20,west
13108,gold morsel,9.99,535,2019-05-20,north
13109,gold morsel,9.99,543,2019-05-20,south
13110,gold morsel,9.99,598,2019-05-20,east
13111,gold morsel,9.99,515,2019-05-20,west
13112,magenta morsel,2.5,597,2019-05-20,north
13113,magenta morsel,2.5,562,2019-05-20,south
13114,magenta morsel,2.5,526,2019-05-20,east
13115,magenta morsel,2.5,569,2019-05-20,west
13116,chartreuse morsel,3.0,539,2019-05-20,north
13117,chartreuse morsel,3.0,544,2019-05-20,south
13118,chartreuse morsel,3.0,520,2019-05-20,east
13119,chartreuse morsel,3.0,584,2019-05-20,west
13120,periwinkle morsel,1.25,573,2019-05-20,north
13121,periwinkle morsel,1.25,587,2019-05-20,south
13122,periwinkle morsel,1.25,557,2019-05-20,east
13123,periwinkle morsel,1.25,596,2019-05-20,west
13124,vermilion morsel,4.99,517,2019-05-20,north
13125,vermilion morsel,4.99,600,2019-05-20,south
13126,vermilion morsel,4.99,539,2019-05-20,east
13127,vermilion morsel,4.99,597,2019-05-20,west
13128,lapis morsel,1.99,591,2019-05-20,north
13129,lapis morsel,1.99,571,2019-05-20,south
13130,lapis morsel,1.99,541,2019-05-20,east
13131,lapis morsel,1.99,581,2019-05-20,west
13132,pink morsel,3.0,505,2019-05-21,north
13133,pink morsel,3.0,561,2019-05-21,south
13134,pink morsel,3.0,598,2019-05-21,east
13135,pink morsel,3.0,511,2019-05-21,west
13136,gold morsel,9.99,570,2019-05-21,north
13137,gold morsel,9.99,525,2019-05-21,south
13138,gold morsel,9.99,509,2019-05-21,east
13139,gold morsel,9.99,548,2019-05-21,west
13140,magenta morsel,2.5,546,2019-05-21,north
13141,magenta morsel,2.5,593,2019-05-21,south
13142,magenta morsel,2.5,567,2019-05-21,east
13143,magenta morsel,2.5,545,2019-05-21,west
13144,chartreuse morsel,3.0,555,2019-05-21,north
13145,chartreuse morsel,3.0,569,2019-05-21,south
13146,chartreuse morsel,3.0,549,2019-05-21,east
13147,chartreuse morsel,3.0,510,2019-05-21,west
13148,periwinkle morsel,1.25,571,2019-05-21,north
13149,periwinkle morsel,1.25,569,2019-05-21,south
13150,periwinkle morsel,1.25,582,2019-05-21,east
13151,periwinkle morsel,1.25,509,2019-05-21,west
13152,vermilion morsel,4.99,505,2019-05-21,north
13153,vermilion morsel,4.99,581,2019-05-21,south
13154,vermilion morsel,4.99,594,2019-05-21,east
13155,vermilion morsel,4.99,592,2019-05-21,west
13156,lapis morsel,1.99,584,2019-05-21,north
13157,lapis morsel,1.99,511,2019-05-21,south
13158,lapis morsel,1.99,587,2019-05-21,east
13159,lapis morsel,1.99,566,2019-05-21,west
13160,pink morsel,3.0,533,2019-05-22,north
13161,pink morsel,3.0,587,2019-05-22,south
13162,pink morsel,3.0,587,2019-05-22,east
13163,pink morsel,3.0,574,2019-05-22,west
13164,gold morsel,9.99,514,2019-05-22,north
13165,gold morsel,9.99,599,2019-05-22,south
13166,gold morsel,9.99,521,2019-05-22,east
13167,gold morsel,9.99,512,2019-05-22,west
13168,magenta morsel,2.5,502,2019-05-22,north
13169,magenta morsel,2.5,525,2019-05-22,south
13170,magenta morsel,2.5,521,2019-05-22,east
13171,magenta morsel,2.5,542,2019-05-22,west
13172,chartreuse morsel,3.0,567,2019-05-22,north
13173,chartreuse morsel,3.0,508,2019-05-22,south
13174,chartreuse morsel,3.0,533,2019-05-22,east
13175,chartreuse morsel,3.0,551,2019-05-22,west
13176,periwinkle morsel,1.25,511,2019-05-22,north
13177,periwinkle morsel,1.25,547,2019-05-22,south
13178,periwinkle morsel,1.25,552,2019-05-22,east
13179,periwinkle morsel,1.25,534,2019-05-22,west
13180,vermilion morsel,4.99,530,2019-05-22,north
13181,vermilion morsel,4.99,540,2019-05-22,south
13182,vermilion morsel,4.99,561,2019-05-22,east
13183,vermilion morsel,4.99,555,2019-05-22,west
13184,lapis morsel,1.99,569,2019-05-22,north
13185,lapis morsel,1.99,572,2019-05-22,south
13186,lapis morsel,1.99,584,2019-05-22,east
13187,lapis morsel,1.99,564,2019-05-22,west
13188,pink morsel,3.0,542,2019-05-23,north
13189,pink morsel,3.0,556,2019-05-23,south
13190,pink morsel,3.0,547,2019-05-23,east
13191,pink morsel,3.0,580,2019-05-23,west
13192,gold morsel,9.99,570,2019-05-23,north
13193,gold morsel,9.99,538,2019-05-23,south
13194,gold morsel,9.99,532,2019-05-23,east
13195,gold morsel,9.99,595,2019-05-23,west
13196,magenta morsel,2.5,575,2019-05-23,north
13197,magenta morsel,2.5,585,2019-05-23,south
13198,magenta morsel,2.5,580,2019-05-23,east
13199,magenta morsel,2.5,503,2019-05-23,west
13200,chartreuse morsel,3.0,600,2019-05-23,north
13201,chartreuse morsel,3.0,597,2019-05-23,south
13202,chartreuse morsel,3.0,570,2019-05-23,east
13203,chartreuse morsel,3.0,565,2019-05-23,west
13204,periwinkle morsel,1.25,599,2019-05-23,north
13205,periwinkle morsel,1.25,515,2019-05-23,south
13206,periwinkle morsel,1.25,580,2019-05-23,east
13207,periwinkle morsel,1.25,554,2019-05-23,west
13208,vermilion morsel,4.99,523,2019-05-23,north
13209,vermilion morsel,4.99,554,2019-05-23,south
13210,vermilion morsel,4.99,531,2019-05-23,east
13211,vermilion morsel,4.99,505,2019-05-23,west
13212,lapis morsel,1.99,535,2019-05-23,north
13213,lapis morsel,1.99,549,2019-05-23,south
13214,lapis morsel,1.99,562,2019-05-23,east
13215,lapis morsel,1.99,569,2019-05-23,west
13216,pink morsel,3.0,550,2019-05-24,north
13217,pink morsel,3.0,541,2019-05-24,south
13218,pink morsel,3.0,551,2019-05-24,east
13219,pink morsel,3.0,591,2019-05-24,west
13220,gold morsel,9.99,574,2019-05-24,north
13221,gold morsel,9.99,585,2019-05-24,south
13222,gold morsel,9.99,528,2019-05-24,east
13223,gold morsel,9.99,573,2019-05-24,west
13224,magenta morsel,2.5,508,2019-05-24,north
13225,magenta morsel,2.5,551,2019-05-24,south
13226,magenta morsel,2.5,538,2019-05-24,east
13227,magenta morsel,2.5,555,2019-05-24,west
13228,chartreuse morsel,3.0,515,2019-05-24,north
13229,chartreuse morsel,3.0,569,2019-05-24,south
13230,chartreuse morsel,3.0,502,2019-05-24,east
13231,chartreuse morsel,3.0,570,2019-05-24,west
13232,periwinkle morsel,1.25,557,2019-05-24,north
13233,periwinkle morsel,1.25,540,2019-05-24,south
13234,periwinkle morsel,1.25,586,2019-05-24,east
13235,periwinkle morsel,1.25,566,2019-05-24,west
13236,vermilion morsel,4.99,564,2019-05-24,north
13237,vermilion morsel,4.99,578,2019-05-24,south
13238,vermilion morsel,4.99,526,2019-05-24,east
13239,vermilion morsel,4.99,587,2019-05-24,west
13240,lapis morsel,1.99,505,2019-05-24,north
13241,lapis morsel,1.99,575,2019-05-24,south
13242,lapis morsel,1.99,559,2019-05-24,east
13243,lapis morsel,1.99,572,2019-05-24,west
13244,pink morsel,3.0,596,2019-05-25,north
13245,pink morsel,3.0,527,2019-05-25,south
13246,pink morsel,3.0,559,2019-05-25,east
13247,pink morsel,3.0,523,2019-05-25,west
13248,gold morsel,9.99,536,2019-05-25,north
13249,gold morsel,9.99,572,2019-05-25,south
13250,gold morsel,9.99,515,2019-05-25,east
13251,gold morsel,9.99,525,2019-05-25,west
13252,magenta morsel,2.5,571,2019-05-25,north
13253,magenta morsel,2.5,500,2019-05-25,south
13254,magenta morsel,2.5,529,2019-05-25,east
13255,magenta morsel,2.5,566,2019-05-25,west
13256,chartreuse morsel,3.0,562,2019-05-25,north
13257,chartreuse morsel,3.0,591,2019-05-25,south
13258,chartreuse morsel,3.0,581,2019-05-25,east
13259,chartreuse morsel,3.0,537,2019-05-25,west
13260,periwinkle morsel,1.25,572,2019-05-25,north
13261,periwinkle morsel,1.25,577,2019-05-25,south
13262,periwinkle morsel,1.25,563,2019-05-25,east
13263,periwinkle morsel,1.25,556,2019-05-25,west
13264,vermilion morsel,4.99,600,2019-05-25,north
13265,vermilion morsel,4.99,568,2019-05-25,south
13266,vermilion morsel,4.99,556,2019-05-25,east
13267,vermilion morsel,4.99,583,2019-05-25,west
13268,lapis morsel,1.99,600,2019-05-25,north
13269,lapis morsel,1.99,573,2019-05-25,south
13270,lapis morsel,1.99,597,2019-05-25,east
13271,lapis morsel,1.99,561,2019-05-25,west
13272,pink morsel,3.0,597,2019-05-26,north
13273,pink morsel,3.0,539,2019-05-26,south
13274,pink morsel,3.0,546,2019-05-26,east
13275,pink morsel,3.0,514,2019-05-26,west
13276,gold morsel,9.99,525,2019-05-26,north
13277,gold morsel,9.99,508,2019-05-26,south
13278,gold morsel,9.99,573,2019-05-26,east
13279,gold morsel,9.99,537,2019-05-26,west
13280,magenta morsel,2.5,598,2019-05-26,north
13281,magenta morsel,2.5,580,2019-05-26,south
13282,magenta morsel,2.5,503,2019-05-26,east
13283,magenta morsel,2.5,512,2019-05-26,west
13284,chartreuse morsel,3.0,503,2019-05-26,north
13285,chartreuse morsel,3.0,544,2019-05-26,south
13286,chartreuse morsel,3.0,562,2019-05-26,east
13287,chartreuse morsel,3.0,600,2019-05-26,west
13288,periwinkle morsel,1.25,556,2019-05-26,north
13289,periwinkle morsel,1.25,544,2019-05-26,south
13290,periwinkle morsel,1.25,548,2019-05-26,east
13291,periwinkle morsel,1.25,561,2019-05-26,west
13292,vermilion morsel,4.99,567,2019-05-26,north
13293,vermilion morsel,4.99,554,2019-05-26,south
13294,vermilion morsel,4.99,553,2019-05-26,east
13295,vermilion morsel,4.99,552,2019-05-26,west
13296,lapis morsel,1.99,540,2019-05-26,north
13297,lapis morsel,1.99,571,2019-05-26,south
13298,lapis morsel,1.99,584,2019-05-26,east
13299,lapis morsel,1.99,528,2019-05-26,west
13300,pink morsel,3.0,530,2019-05-27,north
13301,pink morsel,3.0,568,2019-05-27,south
13302,pink morsel,3.0,560,2019-05-27,east
13303,pink morsel,3.0,509,2019-05-27,west
13304,gold morsel,9.99,597,2019-05-27,north
13305,gold morsel,9.99,596,2019-05-27,south
13306,gold morsel,9.99,554,2019-05-27,east
13307,gold morsel,9.99,524,2019-05-27,west
13308,magenta morsel,2.5,541,2019-05-27,north
13309,magenta morsel,2.5,523,2019-05-27,south
13310,magenta morsel,2.5,540,2019-05-27,east
13311,magenta morsel,2.5,567,2019-05-27,west
13312,chartreuse morsel,3.0,545,2019-05-27,north
13313,chartreuse morsel,3.0,591,2019-05-27,south
13314,chartreuse morsel,3.0,521,2019-05-27,east
13315,chartreuse morsel,3.0,517,2019-05-27,west
13316,periwinkle morsel,1.25,598,2019-05-27,north
13317,periwinkle morsel,1.25,556,2019-05-27,south
13318,periwinkle morsel,1.25,505,2019-05-27,east
13319,periwinkle morsel,1.25,588,2019-05-27,west
13320,vermilion morsel,4.99,547,2019-05-27,north
13321,vermilion morsel,4.99,566,2019-05-27,south
13322,vermilion morsel,4.99,545,2019-05-27,east
13323,vermilion morsel,4.99,587,2019-05-27,west
13324,lapis morsel,1.99,511,2019-05-27,north
13325,lapis morsel,1.99,521,2019-05-27,south
13326,lapis morsel,1.99,539,2019-05-27,east
13327,lapis morsel,1.99,600,2019-05-27,west
13328,pink morsel,3.0,545,2019-05-28,north
13329,pink morsel,3.0,585,2019-05-28,south
13330,pink morsel,3.0,520,2019-05-28,east
13331,pink morsel,3.0,511,2019-05-28,west
13332,gold morsel,9.99,501,2019-05-28,north
13333,gold morsel,9.99,507,2019-05-28,south
13334,gold morsel,9.99,535,2019-05-28,east
13335,gold morsel,9.99,572,2019-05-28,west
13336,magenta morsel,2.5,581,2019-05-28,north
13337,magenta morsel,2.5,564,2019-05-28,south
13338,magenta morsel,2.5,542,2019-05-28,east
13339,magenta morsel,2.5,509,2019-05-28,west
13340,chartreuse morsel,3.0,572,2019-05-28,north
13341,chartreuse morsel,3.0,506,2019-05-28,south
13342,chartreuse morsel,3.0,542,2019-05-28,east
13343,chartreuse morsel,3.0,582,2019-05-28,west
13344,periwinkle morsel,1.25,516,2019-05-28,north
13345,periwinkle morsel,1.25,504,2019-05-28,south
13346,periwinkle morsel,1.25,584,2019-05-28,east
13347,periwinkle morsel,1.25,550,2019-05-28,west
13348,vermilion morsel,4.99,569,2019-05-28,north
13349,vermilion morsel,4.99,600,2019-05-28,south
13350,vermilion morsel,4.99,562,2019-05-28,east
13351,vermilion morsel,4.99,503,2019-05-28,west
13352,lapis morsel,1.99,591,2019-05-28,north
13353,lapis morsel,1.99,555,2019-05-28,south
13354,lapis morsel,1.99,576,2019-05-28,east
13355,lapis morsel,1.99,547,2019-05-28,west
13356,pink morsel,3.0,533,2019-05-29,north
13357,pink morsel,3.0,559,2019-05-29,south
13358,pink morsel,3.0,527,2019-05-29,east
13359,pink morsel,3.0,560,2019-05-29,west
13360,gold morsel,9.99,594,2019-05-29,north
13361,gold morsel,9.99,581,2019-05-29,south
13362,gold morsel,9.99,597,2019-05-29,east
13363,gold morsel,9.99,600,2019-05-29,west
13364,magenta morsel,2.5,546,2019-05-29,north
13365,magenta morsel,2.5,592,2019-05-29,south
13366,magenta morsel,2.5,577,2019-05-29,east
13367,magenta morsel,2.5,590,2019-05-29,west
13368,chartreuse morsel,3.0,565,2019-05-29,north
13369,chartreuse morsel,3.0,537,2019-05-29,south
13370,chartreuse morsel,3.0,524,2019-05-29,east
13371,chartreuse morsel,3.0,539,2019-05-29,west
13372,periwinkle morsel,1.25,598,2019-05-29,north
13373,periwinkle morsel,1.25,578,2019-05-29,south
13374,periwinkle morsel,1.25,522,2019-05-29,east
13375,periwinkle morsel,1.25,508,2019-05-29,west
13376,vermilion morsel,4.99,574,2019-05-29,north
13377,vermilion morsel,4.99,586,2019-05-29,south
13378,vermilion morsel,4.99,594,2019-05-29,east
13379,vermilion morsel,4.99,508,2019-05-29,west
13380,lapis morsel,1.99,524,2019-05-29,north
13381,lapis morsel,1.99,573,2019-05-29,south
13382,lapis morsel,1.99,528,2019-05-29,east
13383,lapis morsel,1.99,504,2019-05-29,west
13384,pink morsel,3.0,564,2019-05-30,north
13385,pink morsel,3.0,548,2019-05-30,south
13386,pink morsel,3.0,572,2019-05-30,east
13387,pink morsel,3.0,587,2019-05-30,west
13388,gold morsel,9.99,547,2019-05-30,north
13389,gold morsel,9.99,530,2019-05-30,south
13390,gold morsel,9.99,561,2019-05-30,east
13391,gold morsel,9.99,586,2019-05-30,west
13392,magenta morsel,2.5,569,2019-05-30,north
13393,magenta morsel,2.5,540,2019-05-30,south
13394,magenta morsel,2.5,527,2019-05-30,east
13395,magenta morsel,2.5,510,2019-05-30,west
13396,chartreuse morsel,3.0,570,2019-05-30,north
13397,chartreuse morsel,3.0,579,2019-05-30,south
13398,chartreuse morsel,3.0,592,2019-05-30,east
13399,chartreuse morsel,3.0,583,2019-05-30,west
13400,periwinkle morsel,1.25,542,2019-05-30,north
13401,periwinkle morsel,1.25,563,2019-05-30,south
13402,periwinkle morsel,1.25,508,2019-05-30,east
13403,periwinkle morsel,1.25,548,2019-05-30,west
13404,vermilion morsel,4.99,562,2019-05-30,north
13405,vermilion morsel,4.99,557,2019-05-30,south
13406,vermilion morsel,4.99,575,2019-05-30,east
13407,vermilion morsel,4.99,521,2019-05-30,west
13408,lapis morsel,1.99,510,2019-05-30,north
13409,lapis morsel,1.99,540,2019-05-30,south
13410,lapis morsel,1.99,598,2019-05-30,east
13411,lapis morsel,1.99,513,2019-05-30,west
13412,pink morsel,3.0,572,2019-05-31,north
13413,pink morsel,3.0,588,2019-05-31,south
13414,pink morsel,3.0,559,2019-05-31,east
13415,pink morsel,3.0,535,2019-05-31,west
13416,gold morsel,9.99,516,2019-05-31,north
13417,gold morsel,9.99,522,2019-05-31,south
13418,gold morsel,9.99,590,2019-05-31,east
13419,gold morsel,9.99,583,2019-05-31,west
13420,magenta morsel,2.5,527,2019-05-31,north
13421,magenta morsel,2.5,577,2019-05-31,south
13422,magenta morsel,2.5,508,2019-05-31,east
13423,magenta morsel,2.5,545,2019-05-31,west
13424,chartreuse morsel,3.0,541,2019-05-31,north
13425,chartreuse morsel,3.0,523,2019-05-31,south
13426,chartreuse morsel,3.0,528,2019-05-31,east
13427,chartreuse morsel,3.0,563,2019-05-31,west
13428,periwinkle morsel,1.25,519,2019-05-31,north
13429,periwinkle morsel,1.25,540,2019-05-31,south
13430,periwinkle morsel,1.25,572,2019-05-31,east
13431,periwinkle morsel,1.25,578,2019-05-31,west
13432,vermilion morsel,4.99,597,2019-05-31,north
13433,vermilion morsel,4.99,522,2019-05-31,south
13434,vermilion morsel,4.99,556,2019-05-31,east
13435,vermilion morsel,4.99,554,2019-05-31,west
13436,lapis morsel,1.99,500,2019-05-31,north
13437,lapis morsel,1.99,590,2019-05-31,south
13438,lapis morsel,1.99,547,2019-05-31,east
13439,lapis morsel,1.99,579,2019-05-31,west
13440,pink morsel,3.0,560,2019-06-01,north
13441,pink morsel,3.0,565,2019-06-01,south
13442,pink morsel,3.0,516,2019-06-01,east
13443,pink morsel,3.0,563,2019-06-01,west
13444,gold morsel,9.99,566,2019-06-01,north
13445,gold morsel,9.99,549,2019-06-01,south
13446,gold morsel,9.99,500,2019-06-01,east
